G_COUNTYFP,GEOID,total,IntSub,IntNoSub,noInt,IntSubPct,IntNoSubPct,NoIntPct,year
G13069,13069,14438,9616,666,4156,66.6,4.61,28.79,2019
G13071,13071,15505,11233,401,3871,72.45,2.59,24.97,2019
G13073,13073,47215,39711,1104,6400,84.11,2.34,13.56,2019
G13075,13075,6217,4036,474,1707,64.92,7.62,27.46,2019
G13077,13077,52035,44656,1452,5927,85.82,2.79,11.39,2019
G13079,13079,4510,3314,136,1060,73.48,3.02,23.5,2019
G13081,13081,8585,5223,382,2980,60.84,4.45,34.71,2019
G13083,13083,6195,4687,193,1315,75.66,3.12,21.23,2019
G13085,13085,9041,7708,380,953,85.26,4.2,10.54,2019
G13087,13087,10084,5623,540,3921,55.76,5.36,38.88,2019
G13089,13089,282436,240470,9303,32663,85.14,3.29,11.56,2019
G13091,13091,7628,4680,204,2744,61.35,2.67,35.97,2019
G13093,13093,5020,3003,160,1857,59.82,3.19,36.99,2019
G13095,13095,34087,25066,1390,7631,73.54,4.08,22.39,2019
G13097,13097,49187,39521,4577,5089,80.35,9.31,10.35,2019
G13099,13099,4074,2003,128,1943,49.17,3.14,47.69,2019
G13101,13101,1561,740,67,754,47.41,4.29,48.3,2019
G13103,13103,21172,17250,754,3168,81.48,3.56,14.96,2019
G13105,13105,7559,4568,260,2731,60.43,3.44,36.13,2019
G13107,13107,8387,5826,249,2312,69.46,2.97,27.57,2019
G13109,13109,4020,2784,204,1032,69.25,5.07,25.67,2019
G13111,13111,10408,8735,157,1516,83.93,1.51,14.57,2019
G13113,13113,40285,36369,968,2948,90.28,2.4,7.32,2019
G13115,13115,35679,27851,955,6873,78.06,2.68,19.26,2019
G13117,13117,76753,72106,733,3914,93.95,0.96,5.1,2019
G13119,13119,8460,5822,353,2285,68.82,4.17,27.01,2019
G13121,13121,410576,351813,18733,40030,85.69,4.56,9.75,2019
G13123,13123,12021,9304,263,2454,77.4,2.19,20.41,2019
G13125,13125,1108,737,27,344,66.52,2.44,31.05,2019
G13127,13127,34119,26625,1043,6451,78.04,3.06,18.91,2019
G13129,13129,20561,14906,1238,4417,72.5,6.02,21.48,2019
G13131,13131,9136,6468,115,2553,70.8,1.26,27.94,2019
G13133,13133,7132,5115,269,1748,71.72,3.77,24.51,2019
G13135,13135,293330,260307,5022,28001,88.74,1.71,9.55,2019
G13137,13137,15139,10804,590,3745,71.37,3.9,24.74,2019
G13139,13139,64352,55372,1098,7882,86.05,1.71,12.25,2019
G13141,13141,2974,1418,157,1399,47.68,5.28,47.04,2019
G13143,13143,11259,8704,156,2399,77.31,1.39,21.31,2019
G13145,13145,12156,10253,368,1535,84.35,3.03,12.63,2019
G13147,13147,9853,6978,409,2466,70.82,4.15,25.03,2019
G13149,13149,4502,3218,60,1224,71.48,1.33,27.19,2019
G13151,13151,75984,67256,3072,5656,88.51,4.04,7.44,2019
G13153,13153,57056,47784,1540,7732,83.75,2.7,13.55,2019
G13155,13155,3329,2067,148,1114,62.09,4.45,33.46,2019
G13157,13157,23166,18515,579,4072,79.92,2.5,17.58,2019
G13159,13159,5171,3795,159,1217,73.39,3.07,23.54,2019
G13161,13161,5279,3235,400,1644,61.28,7.58,31.14,2019
G13163,13163,5664,3457,83,2124,61.03,1.47,37.5,2019
G13165,13165,3443,1983,104,1356,57.6,3.02,39.38,2019
G13167,13167,3393,2050,208,1135,60.42,6.13,33.45,2019
G13169,13169,10701,8557,212,1932,79.96,1.98,18.05,2019
G13171,13171,6494,4609,320,1565,70.97,4.93,24.1,2019
G13173,13173,3714,2111,412,1191,56.84,11.09,32.07,2019
G13175,13175,17142,10451,604,6087,60.97,3.52,35.51,2019
G13177,13177,10226,8593,120,1513,84.03,1.17,14.8,2019
G13179,13179,23485,20487,377,2621,87.23,1.61,11.16,2019
G13181,13181,3475,1847,176,1452,53.15,5.06,41.78,2019
G13183,13183,5695,4604,300,791,80.84,5.27,13.89,2019
G13185,13185,41282,27398,4767,9117,66.37,11.55,22.08,2019
G13187,13187,11570,9505,252,1813,82.15,2.18,15.67,2019
G13189,13189,8153,5308,239,2606,65.1,2.93,31.96,2019
G13191,13191,6042,4366,369,1307,72.26,6.11,21.63,2019
G13193,13193,4696,2786,173,1737,59.33,3.68,36.99,2019
G13195,13195,10744,7947,358,2439,73.97,3.33,22.7,2019
G13197,13197,3408,1939,282,1187,56.9,8.27,34.83,2019
G13199,13199,8051,4907,305,2839,60.95,3.79,35.26,2019
G13201,13201,2333,1149,80,1104,49.25,3.43,47.32,2019
G13205,13205,7982,5475,228,2279,68.59,2.86,28.55,2019
G13207,13207,9760,7609,152,1999,77.96,1.56,20.48,2019
G13209,13209,3097,2352,62,683,75.94,2,22.05,2019
G13211,13211,6942,5328,221,1393,76.75,3.18,20.07,2019
G13213,13213,14385,11177,277,2931,77.7,1.93,20.38,2019
G13215,13215,72759,57181,2996,12582,78.59,4.12,17.29,2019
G13217,13217,37018,31719,1093,4206,85.69,2.95,11.36,2019
G13219,13219,13423,12066,283,1074,89.89,2.11,8,2019
G13221,13221,5651,3742,167,1742,66.22,2.96,30.83,2019
G13223,13223,53299,45682,2500,5117,85.71,4.69,9.6,2019
G13225,13225,10136,7523,312,2301,74.22,3.08,22.7,2019
G13227,13227,11868,10166,262,1440,85.66,2.21,12.13,2019
G13229,13229,7048,4536,351,2161,64.36,4.98,30.66,2019
G13231,13231,6143,4754,194,1195,77.39,3.16,19.45,2019
G13233,13233,15038,11248,597,3193,74.8,3.97,21.23,2019
G13235,13235,3687,2623,95,969,71.14,2.58,26.28,2019
G13237,13237,8937,6774,336,1827,75.8,3.76,20.44,2019
G13239,13239,842,466,48,328,55.34,5.7,38.95,2019
G13241,13241,6662,4932,229,1501,74.03,3.44,22.53,2019
G13243,13243,2553,1821,130,602,71.33,5.09,23.58,2019
G13245,13245,71400,54307,3024,14069,76.06,4.24,19.7,2019
G13247,13247,31076,25478,1261,4337,81.99,4.06,13.96,2019
G13249,13249,1864,1355,50,459,72.69,2.68,24.62,2019
G13251,13251,5098,3634,126,1338,71.28,2.47,26.25,2019
G13253,13253,3363,2148,94,1121,63.87,2.8,33.33,2019
G13255,13255,24336,16932,1794,5610,69.58,7.37,23.05,2019
G13257,13257,9543,6637,443,2463,69.55,4.64,25.81,2019
G13259,13259,1816,1119,41,656,61.62,2.26,36.12,2019
G13261,13261,11510,7808,330,3372,67.84,2.87,29.3,2019
G13263,13263,2809,1594,173,1042,56.75,6.16,37.1,2019
G13265,13265,593,291,31,271,49.07,5.23,45.7,2019
G13267,13267,8241,6005,212,2024,72.87,2.57,24.56,2019
G13269,13269,3473,2144,125,1204,61.73,3.6,34.67,2019
G13271,13271,4668,1641,247,2780,35.15,5.29,59.55,2019
G13273,13273,3399,2455,118,826,72.23,3.47,24.3,2019
G13275,13275,17595,13950,453,3192,79.28,2.57,18.14,2019
G13277,13277,15144,9888,263,4993,65.29,1.74,32.97,2019
G13279,13279,10030,7188,295,2547,71.67,2.94,25.39,2019
G13281,13281,4898,3776,112,1010,77.09,2.29,20.62,2019
G13283,13283,2490,1592,52,846,63.94,2.09,33.98,2019
G13285,13285,24928,18306,716,5906,73.44,2.87,23.69,2019
G13287,13287,3169,1992,34,1143,62.86,1.07,36.07,2019
G13289,13289,3044,1821,53,1170,59.82,1.74,38.44,2019
G13291,13291,9743,7411,407,1925,76.06,4.18,19.76,2019
G13293,13293,10154,7035,446,2673,69.28,4.39,26.32,2019
G13295,13295,25975,20235,714,5026,77.9,2.75,19.35,2019
G13297,13297,31670,26115,756,4799,82.46,2.39,15.15,2019
G13299,13299,13823,9323,828,3672,67.45,5.99,26.56,2019
G13301,13301,2244,1049,113,1082,46.75,5.04,48.22,2019
G13303,13303,7503,4773,506,2224,63.61,6.74,29.64,2019
G13305,13305,10400,7684,534,2182,73.88,5.13,20.98,2019
G13307,13307,1140,735,28,377,64.47,2.46,33.07,2019
G13309,13309,1862,758,11,1093,40.71,0.59,58.7,2019
G13311,13311,11695,8825,459,2411,75.46,3.92,20.62,2019
G13313,13313,35629,28777,513,6339,80.77,1.44,17.79,2019
G13315,13315,2575,1438,106,1031,55.84,4.12,40.04,2019
G13317,13317,3979,1908,212,1859,47.95,5.33,46.72,2019
G13319,13319,3185,1922,179,1084,60.35,5.62,34.03,2019
G13321,13321,8002,5608,137,2257,70.08,1.71,28.21,2019
G15001,15001,69453,54189,3084,12180,78.02,4.44,17.54,2019
G15003,15003,312795,271474,8453,32868,86.79,2.7,10.51,2019
G15005,15005,39,26,2,11,66.67,5.13,28.21,2019
G15007,15007,22658,19360,518,2780,85.44,2.29,12.27,2019
G15009,15009,54479,45934,1928,6617,84.32,3.54,12.15,2019
G16001,16001,173353,147040,5245,21068,84.82,3.03,12.15,2019
G16003,16003,1757,1314,121,322,74.79,6.89,18.33,2019
G16005,16005,31155,26645,671,3839,85.52,2.15,12.32,2019
G16007,16007,2424,2083,25,316,85.93,1.03,13.04,2019
G16009,16009,3418,2462,219,737,72.03,6.41,21.56,2019
G16011,16011,14989,12939,323,1727,86.32,2.15,11.52,2019
G16013,16013,7995,6969,80,946,87.17,1,11.83,2019
G16015,16015,3205,2581,136,488,80.53,4.24,15.23,2019
G16017,16017,17537,13408,638,3491,76.46,3.64,19.91,2019
G16019,16019,39768,35260,1084,3424,88.66,2.73,8.61,2019
G16021,16021,4653,3523,154,976,75.71,3.31,20.98,2019
G16023,16023,967,799,21,147,82.63,2.17,15.2,2019
G16025,16025,394,286,16,92,72.59,4.06,23.35,2019
G16027,16027,72807,60117,2258,10432,82.57,3.1,14.33,2019
G16029,16029,2538,2233,50,255,87.98,1.97,10.05,2019
G16031,16031,7711,6604,140,967,85.64,1.82,12.54,2019
G16033,16033,290,196,0,94,67.59,0,32.41,2019
G16035,16035,3555,2672,170,713,75.16,4.78,20.06,2019
G16037,16037,1774,1388,61,325,78.24,3.44,18.32,2019
G16039,16039,10606,8839,200,1567,83.34,1.89,14.77,2019
G16041,16041,4397,3885,71,441,88.36,1.61,10.03,2019
G16043,16043,4347,3578,92,677,82.31,2.12,15.57,2019
G16045,16045,6683,5354,255,1074,80.11,3.82,16.07,2019
G16047,16047,5469,4061,227,1181,74.25,4.15,21.59,2019
G16049,16049,6407,4534,263,1610,70.77,4.1,25.13,2019
G16051,16051,8791,7683,278,830,87.4,3.16,9.44,2019
G16053,16053,8022,6147,325,1550,76.63,4.05,19.32,2019
G16055,16055,62304,52707,2567,7030,84.6,4.12,11.28,2019
G16057,16057,15422,13248,771,1403,85.9,5,9.1,2019
G16059,16059,3582,2795,85,702,78.03,2.37,19.6,2019
G16061,16061,1646,1104,60,482,67.07,3.65,29.28,2019
G16063,16063,1724,1238,74,412,71.81,4.29,23.9,2019
G16065,16065,11016,8405,2110,501,76.3,19.15,4.55,2019
G16067,16067,7250,5949,125,1176,82.06,1.72,16.22,2019
G16069,16069,16384,13152,495,2737,80.27,3.02,16.71,2019
G16071,16071,1615,1436,17,162,88.92,1.05,10.03,2019
G16073,16073,4321,3300,93,928,76.37,2.15,21.48,2019
G16075,16075,8876,7190,418,1268,81,4.71,14.29,2019
G16077,16077,2633,2114,65,454,80.29,2.47,17.24,2019
G16079,16079,5466,3989,241,1236,72.98,4.41,22.61,2019
G16081,16081,3707,3350,62,295,90.37,1.67,7.96,2019
G16083,16083,31146,25981,967,4198,83.42,3.1,13.48,2019
G16085,16085,3869,3316,234,319,85.71,6.05,8.25,2019
G16087,16087,4035,3018,111,906,74.8,2.75,22.45,2019
G17001,17001,27112,21343,741,5028,78.72,2.73,18.55,2019
G17003,17003,2154,1231,23,900,57.15,1.07,41.78,2019
G17005,17005,6299,4931,110,1258,78.28,1.75,19.97,2019
G17007,17007,18571,15940,350,2281,85.83,1.88,12.28,2019
G17009,17009,2055,1548,37,470,75.33,1.8,22.87,2019
G17011,17011,13698,10861,384,2453,79.29,2.8,17.91,2019
G17013,17013,1664,1171,24,469,70.37,1.44,28.19,2019
G17015,17015,6508,5273,150,1085,81.02,2.3,16.67,2019
G17017,17017,5043,3869,175,999,76.72,3.47,19.81,2019
G17019,17019,82369,68318,5269,8782,82.94,6.4,10.66,2019
G17021,17021,13901,10890,362,2649,78.34,2.6,19.06,2019
G17023,17023,6720,5094,395,1231,75.8,5.88,18.32,2019
G17025,17025,5696,4437,242,1017,77.9,4.25,17.85,2019
G17027,17027,14353,11191,361,2801,77.97,2.52,19.52,2019
G17029,17029,20926,16587,946,3393,79.27,4.52,16.21,2019
G17031,17031,1972108,1611376,71878,288854,81.71,3.64,14.65,2019
G17033,17033,7666,6006,158,1502,78.35,2.06,19.59,2019
G17035,17035,4299,3293,88,918,76.6,2.05,21.35,2019
G17037,17037,38150,33747,1000,3403,88.46,2.62,8.92,2019
G17039,17039,6694,5328,199,1167,79.59,2.97,17.43,2019
G17041,17041,7613,5641,149,1823,74.1,1.96,23.95,2019
G17043,17043,342791,311760,6163,24868,90.95,1.8,7.25,2019
G17045,17045,7542,5924,173,1445,78.55,2.29,19.16,2019
G17047,17047,2773,2209,98,466,79.66,3.53,16.8,2019
G17049,17049,13877,11379,351,2147,82,2.53,15.47,2019
G17051,17051,7737,5629,130,1978,72.75,1.68,25.57,2019
G17053,17053,5771,4629,130,1012,80.21,2.25,17.54,2019
G17055,17055,16235,11962,454,3819,73.68,2.8,23.52,2019
G17057,17057,13940,10936,277,2727,78.45,1.99,19.56,2019
G17059,17059,2293,1529,102,662,66.68,4.45,28.87,2019
G17061,17061,4949,3693,116,1140,74.62,2.34,23.03,2019
G17063,17063,19676,16891,497,2288,85.85,2.53,11.63,2019
G17065,17065,3400,2495,95,810,73.38,2.79,23.82,2019
G17067,17067,7409,5475,246,1688,73.9,3.32,22.78,2019
G17069,17069,1363,1000,42,321,73.37,3.08,23.55,2019
G17071,17071,2977,2409,25,543,80.92,0.84,18.24,2019
G17073,17073,19856,15274,816,3766,76.92,4.11,18.97,2019
G17075,17075,11741,9378,230,2133,79.87,1.96,18.17,2019
G17077,17077,23883,18663,1239,3981,78.14,5.19,16.67,2019
G17079,17079,3711,2803,86,822,75.53,2.32,22.15,2019
G17081,17081,14985,12109,364,2512,80.81,2.43,16.76,2019
G17083,17083,8499,6588,135,1776,77.52,1.59,20.9,2019
G17085,17085,9970,8043,241,1686,80.67,2.42,16.91,2019
G17087,17087,4303,2996,113,1194,69.63,2.63,27.75,2019
G17089,17089,179637,158480,3464,17693,88.22,1.93,9.85,2019
G17091,17091,39796,31040,1303,7453,78,3.27,18.73,2019
G17093,17093,40721,37596,687,2438,92.33,1.69,5.99,2019
G17095,17095,20680,15253,921,4506,73.76,4.45,21.79,2019
G17097,17097,246122,221633,4433,20056,90.05,1.8,8.15,2019
G17099,17099,45095,37187,977,6931,82.46,2.17,15.37,2019
G17101,17101,6306,4733,179,1394,75.06,2.84,22.11,2019
G17103,17103,13788,11153,480,2155,80.89,3.48,15.63,2019
G17105,17105,14307,11396,495,2416,79.65,3.46,16.89,2019
G17107,17107,10797,8370,437,1990,77.52,4.05,18.43,2019
G17109,17109,11408,8621,360,2427,75.57,3.16,21.27,2019
G17111,17111,112453,103861,1502,7090,92.36,1.34,6.3,2019
G17113,17113,65845,54639,3819,7387,82.98,5.8,11.22,2019
G17115,17115,43912,34211,1481,8220,77.91,3.37,18.72,2019
G17117,17117,18875,15108,434,3333,80.04,2.3,17.66,2019
G17119,17119,107659,90250,2856,14553,83.83,2.65,13.52,2019
G17121,17121,15946,12562,489,2895,78.78,3.07,18.16,2019
G17123,17123,4884,3748,89,1047,76.74,1.82,21.44,2019
G17125,17125,5977,4720,170,1087,78.97,2.84,18.19,2019
G17127,17127,5822,3979,133,1710,68.34,2.28,29.37,2019
G17129,17129,5188,4344,103,741,83.73,1.99,14.28,2019
G17131,17131,6516,5387,92,1037,82.67,1.41,15.91,2019
G17133,17133,13586,11498,406,1682,84.63,2.99,12.38,2019
G17135,17135,11522,8738,360,2424,75.84,3.12,21.04,2019
G17137,17137,13719,10448,527,2744,76.16,3.84,20,2019
G17139,17139,5959,4531,176,1252,76.04,2.95,21.01,2019
G17141,17141,21021,17271,582,3168,82.16,2.77,15.07,2019
G17143,17143,73253,57565,2054,13634,78.58,2.8,18.61,2019
G17145,17145,8433,6391,264,1778,75.79,3.13,21.08,2019
G17147,17147,6692,5514,195,983,82.4,2.91,14.69,2019
G17149,17149,6309,4601,232,1476,72.93,3.68,23.4,2019
G17151,17151,1694,1045,18,631,61.69,1.06,37.25,2019
G17153,17153,2095,1081,55,959,51.6,2.63,45.78,2019
G17155,17155,2413,1941,40,432,80.44,1.66,17.9,2019
G17157,17157,11883,9235,324,2324,77.72,2.73,19.56,2019
G17159,17159,6452,4990,306,1156,77.34,4.74,17.92,2019
G17161,17161,60546,49358,1855,9333,81.52,3.06,15.41,2019
G17163,17163,104105,80551,4159,19395,77.37,4,18.63,2019
G17165,17165,9972,7223,295,2454,72.43,2.96,24.61,2019
G17167,17167,83711,67420,4318,11973,80.54,5.16,14.3,2019
G17169,17169,2775,2240,75,460,80.72,2.7,16.58,2019
G17171,17171,1939,1561,33,345,80.51,1.7,17.79,2019
G17173,17173,9189,6707,236,2246,72.99,2.57,24.44,2019
G17175,17175,2315,1787,45,483,77.19,1.94,20.86,2019
G17177,17177,19739,15662,430,3647,79.35,2.18,18.48,2019
G17179,17179,54291,44503,1291,8497,81.97,2.38,15.65,2019
G17181,17181,6654,4385,210,2059,65.9,3.16,30.94,2019
G17183,17183,31151,23983,763,6405,76.99,2.45,20.56,2019
G17185,17185,4839,3772,204,863,77.95,4.22,17.83,2019
G17187,17187,6862,5712,217,933,83.24,3.16,13.6,2019
G17189,17189,6020,4642,264,1114,77.11,4.39,18.5,2019
G17191,17191,7051,4983,281,1787,70.67,3.99,25.34,2019
G17193,17193,6041,4564,144,1333,75.55,2.38,22.07,2019
G17195,17195,23084,18520,580,3984,80.23,2.51,17.26,2019
G17197,17197,229498,205128,3999,20371,89.38,1.74,8.88,2019
G17199,17199,27029,20733,529,5767,76.71,1.96,21.34,2019
G17201,17201,114779,95293,3980,15506,83.02,3.47,13.51,2019
G17203,17203,14499,12124,343,2032,83.62,2.37,14.01,2019
G18001,18001,12481,9071,482,2928,72.68,3.86,23.46,2019
G18003,18003,145065,122556,3599,18910,84.48,2.48,13.04,2019
G18005,18005,31452,25768,856,4828,81.93,2.72,15.35,2019
G18007,18007,3432,2716,131,585,79.14,3.82,17.05,2019
G18009,18009,5235,3849,366,1020,73.52,6.99,19.48,2019
G18011,18011,25485,22169,723,2593,86.99,2.84,10.17,2019
G18013,18013,6189,4870,282,1037,78.69,4.56,16.76,2019
G18015,18015,8002,6275,185,1542,78.42,2.31,19.27,2019
G18017,18017,14688,11193,520,2975,76.21,3.54,20.25,2019
G18019,18019,44200,34100,1094,9006,77.15,2.48,20.38,2019
G18021,18021,10543,8095,311,2137,76.78,2.95,20.27,2019
G18023,18023,12033,9250,429,2354,76.87,3.57,19.56,2019
G18025,18025,3835,2470,49,1316,64.41,1.28,34.32,2019
G18027,18027,11227,7802,219,3206,69.49,1.95,28.56,2019
G18029,18029,18870,15950,402,2518,84.53,2.13,13.34,2019
G18031,18031,10353,7949,342,2062,76.78,3.3,19.92,2019
G18033,18033,16801,13227,576,2998,78.73,3.43,17.84,2019
G18035,18035,46026,36241,2001,7784,78.74,4.35,16.91,2019
G18037,18037,16893,13844,335,2714,81.95,1.98,16.07,2019
G18039,18039,71718,58324,1883,11511,81.32,2.63,16.05,2019
G18041,18041,9584,6802,356,2426,70.97,3.71,25.31,2019
G18043,18043,29189,22938,635,5616,78.58,2.18,19.24,2019
G18045,18045,6974,5506,158,1310,78.95,2.27,18.78,2019
G18047,18047,8687,6673,304,1710,76.82,3.5,19.68,2019
G18049,18049,7799,6009,308,1482,77.05,3.95,19,2019
G18051,18051,13340,10629,228,2483,79.68,1.71,18.61,2019
G18053,18053,26372,19162,2128,5082,72.66,8.07,19.27,2019
G18055,18055,12781,9281,272,3228,72.62,2.13,25.26,2019
G18057,18057,119789,113174,1328,5287,94.48,1.11,4.41,2019
G18059,18059,28740,24704,820,3216,85.96,2.85,11.19,2019
G18061,18061,14403,10364,309,3730,71.96,2.15,25.9,2019
G18063,18063,59015,52858,1340,4817,89.57,2.27,8.16,2019
G18065,18065,18304,13738,817,3749,75.05,4.46,20.48,2019
G18067,18067,34701,27547,1504,5650,79.38,4.33,16.28,2019
G18069,18069,14742,11726,568,2448,79.54,3.85,16.61,2019
G18071,18071,16753,12456,459,3838,74.35,2.74,22.91,2019
G18073,18073,12533,10164,278,2091,81.1,2.22,16.68,2019
G18075,18075,8174,5660,733,1781,69.24,8.97,21.79,2019
G18077,18077,12632,9643,550,2439,76.34,4.35,19.31,2019
G18079,18079,10792,8235,384,2173,76.31,3.56,20.14,2019
G18081,18081,56628,48796,1399,6433,86.17,2.47,11.36,2019
G18083,18083,15038,12010,231,2797,79.86,1.54,18.6,2019
G18085,18085,30997,24913,1322,4762,80.37,4.26,15.36,2019
G18087,18087,12325,7339,272,4714,59.55,2.21,38.25,2019
G18089,18089,186731,149980,5168,31583,80.32,2.77,16.91,2019
G18091,18091,43039,34253,882,7904,79.59,2.05,18.36,2019
G18093,18093,18781,14281,430,4070,76.04,2.29,21.67,2019
G18095,18095,51003,40590,1615,8798,79.58,3.17,17.25,2019
G18097,18097,372358,295676,11292,65390,79.41,3.03,17.56,2019
G18099,18099,17304,12404,589,4311,71.68,3.4,24.91,2019
G18101,18101,4187,3072,37,1078,73.37,0.88,25.75,2019
G18103,18103,13611,10444,574,2593,76.73,4.22,19.05,2019
G18105,18105,55624,47682,2731,5211,85.72,4.91,9.37,2019
G18107,18107,15382,12632,369,2381,82.12,2.4,15.48,2019
G18109,18109,26034,21641,544,3849,83.13,2.09,14.78,2019
G18111,18111,5573,4595,127,851,82.45,2.28,15.27,2019
G18113,18113,18276,14770,338,3168,80.82,1.85,17.33,2019
G18115,18115,2555,1926,77,552,75.38,3.01,21.6,2019
G18117,18117,7898,5615,279,2004,71.09,3.53,25.37,2019
G18119,18119,8776,6469,181,2126,73.71,2.06,24.23,2019
G18121,18121,6057,4159,76,1822,68.66,1.25,30.08,2019
G18123,18123,7615,5712,233,1670,75.01,3.06,21.93,2019
G18125,18125,5129,3540,105,1484,69.02,2.05,28.93,2019
G18127,18127,64517,54610,1204,8703,84.64,1.87,13.49,2019
G18129,18129,10155,8026,343,1786,79.03,3.38,17.59,2019
G18131,18131,5151,4000,87,1064,77.65,1.69,20.66,2019
G18133,18133,13543,10753,419,2371,79.4,3.09,17.51,2019
G18135,18135,10229,7698,574,1957,75.26,5.61,19.13,2019
G18137,18137,10992,8296,520,2176,75.47,4.73,19.8,2019
G18139,18139,6667,4540,434,1693,68.1,6.51,25.39,2019
G18141,18141,101872,80250,4185,17437,78.78,4.11,17.12,2019
G18143,18143,8971,5954,421,2596,66.37,4.69,28.94,2019
G18145,18145,17823,13881,652,3290,77.88,3.66,18.46,2019
G18147,18147,8127,5889,231,2007,72.46,2.84,24.7,2019
G18149,18149,8549,6432,344,1773,75.24,4.02,20.74,2019
G18151,18151,14261,11443,658,2160,80.24,4.61,15.15,2019
G18153,18153,7644,5422,163,2059,70.93,2.13,26.94,2019
G18155,18155,4349,3152,110,1087,72.48,2.53,24.99,2019
G18157,18157,70526,59252,4229,7045,84.01,6,9.99,2019
G18159,18159,6376,4999,375,1002,78.4,5.88,15.72,2019
G18161,18161,2823,1983,143,697,70.24,5.07,24.69,2019
G18163,18163,75607,61322,2071,12214,81.11,2.74,16.15,2019
G18165,18165,6664,5353,206,1105,80.33,3.09,16.58,2019
G18167,18167,41994,34205,1171,6618,81.45,2.79,15.76,2019
G18169,18169,12862,9745,820,2297,75.77,6.38,17.86,2019
G18171,18171,3357,2773,61,523,82.6,1.82,15.58,2019
G18173,18173,24514,20965,420,3129,85.52,1.71,12.76,2019
G18175,18175,10940,7561,299,3080,69.11,2.73,28.15,2019
G18177,18177,26644,19830,1346,5468,74.43,5.05,20.52,2019
G18179,18179,10888,8706,416,1766,79.96,3.82,16.22,2019
G18181,18181,9879,8095,198,1586,81.94,2,16.05,2019
G18183,18183,13742,11287,457,1998,82.14,3.33,14.54,2019
G19001,19001,3200,2343,124,733,73.22,3.88,22.91,2019
G19003,19003,1598,1221,64,313,76.41,4.01,19.59,2019
G19005,19005,5953,4311,232,1410,72.42,3.9,23.69,2019
G19007,19007,5353,3765,202,1386,70.33,3.77,25.89,2019
G19009,19009,2649,2005,135,509,75.69,5.1,19.21,2019
G19011,19011,10306,8343,246,1717,80.95,2.39,16.66,2019
G19013,19013,52905,43312,1781,7812,81.87,3.37,14.77,2019
G19015,19015,10954,8897,555,1502,81.22,5.07,13.71,2019
G19017,19017,9676,8147,240,1289,84.2,2.48,13.32,2019
G19019,19019,8029,6406,170,1453,79.79,2.12,18.1,2019
G19021,19021,7524,6362,159,1003,84.56,2.11,13.33,2019
G19023,19023,6254,4772,189,1293,76.3,3.02,20.67,2019
G19025,19025,4146,3348,112,686,80.75,2.7,16.55,2019
G19027,19027,8726,6970,316,1440,79.88,3.62,16.5,2019
G19029,19029,5921,4409,292,1220,74.46,4.93,20.6,2019
G19031,19031,7391,6031,151,1209,81.6,2.04,16.36,2019
G19033,19033,19241,15280,577,3384,79.41,3,17.59,2019
G19035,19035,5319,4263,78,978,80.15,1.47,18.39,2019
G19037,19037,5173,4010,112,1051,77.52,2.17,20.32,2019
G19039,19039,3895,3014,165,716,77.38,4.24,18.38,2019
G19041,19041,7212,5886,222,1104,81.61,3.08,15.31,2019
G19043,19043,7510,5601,306,1603,74.58,4.07,21.34,2019
G19045,19045,19635,15265,519,3851,77.74,2.64,19.61,2019
G19047,19047,6437,4930,109,1398,76.59,1.69,21.72,2019
G19049,19049,34399,30609,988,2802,88.98,2.87,8.15,2019
G19051,19051,3176,2061,76,1039,64.89,2.39,32.71,2019
G19053,19053,3200,2375,122,703,74.22,3.81,21.97,2019
G19055,19055,6907,5520,272,1115,79.92,3.94,16.14,2019
G19057,19057,16891,13269,362,3260,78.56,2.14,19.3,2019
G19059,19059,8174,6774,263,1137,82.87,3.22,13.91,2019
G19061,19061,38210,31779,1409,5022,83.17,3.69,13.14,2019
G19063,19063,4036,3160,107,769,78.3,2.65,19.05,2019
G19065,19065,8200,6355,257,1588,77.5,3.13,19.37,2019
G19067,19067,6903,5312,173,1418,76.95,2.51,20.54,2019
G19069,19069,4192,3084,139,969,73.57,3.32,23.12,2019
G19071,19071,2945,2318,151,476,78.71,5.13,16.16,2019
G19073,19073,3971,3100,290,581,78.07,7.3,14.63,2019
G19075,19075,5155,4231,167,757,82.08,3.24,14.68,2019
G19077,19077,4452,3433,281,738,77.11,6.31,16.58,2019
G19079,19079,6259,4822,196,1241,77.04,3.13,19.83,2019
G19081,19081,4790,3737,141,912,78.02,2.94,19.04,2019
G19083,19083,7148,5283,278,1587,73.91,3.89,22.2,2019
G19085,19085,6019,4498,307,1214,74.73,5.1,20.17,2019
G19087,19087,7743,6041,216,1486,78.02,2.79,19.19,2019
G19089,19089,3810,2862,152,796,75.12,3.99,20.89,2019
G19091,19091,4174,3235,170,769,77.5,4.07,18.42,2019
G19093,19093,3011,2372,79,560,78.78,2.62,18.6,2019
G19095,19095,6780,5413,147,1220,79.84,2.17,17.99,2019
G19097,19097,8239,6500,192,1547,78.89,2.33,18.78,2019
G19099,19099,14574,11775,306,2493,80.79,2.1,17.11,2019
G19101,19101,6754,5399,243,1112,79.94,3.6,16.46,2019
G19103,19103,59134,52255,2079,4800,88.37,3.52,8.12,2019
G19105,19105,8130,6503,211,1416,79.99,2.6,17.42,2019
G19107,19107,4394,3379,65,950,76.9,1.48,21.62,2019
G19109,19109,6646,5201,203,1242,78.26,3.05,18.69,2019
